"","RunIdentifier","eventID","principalInvestigator","samplingProtocol","dayDeployed","dayCollected","yearDeployed","yearCollected","lengthDeployment","collectorList","continentOcean","country","county","locality","island","islandGroup","locationID","decimalLatitude","decimalLongitude","DMSLatitude","DMSLongitude","habitat","fullUnit","unitNotes","unitAttachment","unitRetrievalBin","unitRetrievalFilteredWater","unitRetrievalBubbler","bcid","uniqueLatLong","materialSampleID","sampleSizeFractionation","institutionCode","institutionID","datasetName","fractionStorageBuffer","fractionNotes","homogenisation","homogenisationSample","homogenisationMethod","sampleExtractionKitManufacturer","sampleExtractionKit","sampleExtractCleanUp","sampleExtractCleanUpKitManufacturer","sampleExtractCleanUpKit","metabarcodingGeneticMarker","ampliconPrimerForward","ampliconPrimerReverse","ampliconPrimerRef","ampliconPCRTriplicates","ampliconPCRProtocol","ampliconPCRPolymerase","ampliconPCRCycles","ampliconAnnealingTemp","ampliconPCRNotes","ampliconPCRTriplicateMerged","sequencingTriplicates","sample_name"
"JAR4.500","Run13","Ransome_JAR04_JAR04C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"","Pacific","Line Islands","","Jarvis","Jarvis Island","Line Islands","JAR04",-0.382331461,-160.0029528,"00° 22' 56.39"" S","160° 00' 10.63"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_JAR_04C","-0.382331461 -160.0029528","Ransome_JAR04_JAR04C_120501_150301_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","JAR4.500"
"JAR8.100","Run13","Ransome_JAR08_JAR08C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"","Pacific","Line Islands","","Jarvis","Jarvis Island","Line Islands","JAR08",-0.363118714,-159.9912139,"00° 21' 47.22"" S","159° 59' 28.36"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_JAR_08C","-0.363118714 -159.9912139","Ransome_JAR08_JAR08C_120501_150301_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","JAR8.100"
"JAR8.500","Run13","Ransome_JAR08_JAR08C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"","Pacific","Line Islands","","Jarvis","Jarvis Island","Line Islands","JAR08",-0.363118714,-159.9912139,"00° 21' 47.22"" S","159° 59' 28.36"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_JAR_08C","-0.363118714 -159.9912139","Ransome_JAR08_JAR08C_120501_150301_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","JAR8.500"
"KIN11.100","Run13","Ransome_KIN11_KIN11C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"Molly Timmers","Pacific","Line Islands","","Kingman","Kingman Reef","Line Islands","KIN11",6.381851323,-162.3464465,"06° 22' 54.66"" N","162° 20' 47.20"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_KIN_11C","6.381851323 -162.3464465","Ransome_KIN11_KIN11C_120501_150301_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","KIN11.100"
"KIN11.500","Run13","Ransome_KIN11_KIN11C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"Molly Timmers","Pacific","Line Islands","","Kingman","Kingman Reef","Line Islands","KIN11",6.381851323,-162.3464465,"06° 22' 54.66"" N","162° 20' 47.20"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_KIN_11C","6.381851323 -162.3464465","Ransome_KIN11_KIN11C_120501_150301_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","KIN11.500"
"KIN13A.100","Run13","Ransome_KIN13_KIN13A_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"Molly Timmers","Pacific","Line Islands","","Kingman","Kingman Reef","Line Islands","KIN13",6.3822,-162.3840833,"06° 22' 55.92"" N","162° 23' 02.69"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_KIN_13A","6.3822 -162.3840833","Ransome_KIN13_KIN13A_120501_150301_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","KIN13A.100"
"KIN13A.500","Run13","Ransome_KIN13_KIN13A_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"Molly Timmers","Pacific","Line Islands","","Kingman","Kingman Reef","Line Islands","KIN13",6.3822,-162.3840833,"06° 22' 55.92"" N","162° 23' 02.69"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_KIN_13A","6.3822 -162.3840833","Ransome_KIN13_KIN13A_120501_150301_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","KIN13A.500"
"KIN13B.100","Run13","Ransome_KIN13_KIN13B_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"Molly Timmers","Pacific","Line Islands","","Kingman","Kingman Reef","Line Islands","KIN13",6.3822,-162.3840833,"06° 22' 55.92"" N","162° 23' 02.69"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_KIN_13B","6.3822 -162.3840833","Ransome_KIN13_KIN13B_120501_150301_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","KIN13B.100"
"KIN13B.500","Run13","Ransome_KIN13_KIN13B_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"Molly Timmers","Pacific","Line Islands","","Kingman","Kingman Reef","Line Islands","KIN13",6.3822,-162.3840833,"06° 22' 55.92"" N","162° 23' 02.69"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_KIN_13B","6.3822 -162.3840833","Ransome_KIN13_KIN13B_120501_150301_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","KIN13B.500"
"KIN13C.500","Run13","Ransome_KIN13_KIN13C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"Molly Timmers","Pacific","Line Islands","","Kingman","Kingman Reef","Line Islands","KIN13",6.3822,-162.3840833,"06° 22' 55.92"" N","162° 23' 02.69"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_KIN_13C","6.3822 -162.3840833","Ransome_KIN13_KIN13C_120501_150301_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","KIN13C.500"
"KIN5.100","Run13","Ransome_KIN05_KIN05C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"Molly Timmers","Pacific","Line Islands","","Kingman","Kingman Reef","Line Islands","KIN05",6.393416667,-162.3476333,"06° 23' 36.30"" N","162° 20' 51.47"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_KIN_05C","6.393416667 -162.3476333","Ransome_KIN05_KIN05C_120501_150301_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","KIN5.100"
"KIN5.500","Run13","Ransome_KIN05_KIN05C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"Molly Timmers","Pacific","Line Islands","","Kingman","Kingman Reef","Line Islands","KIN05",6.393416667,-162.3476333,"06° 23' 36.30"" N","162° 20' 51.47"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_KIN_05C","6.393416667 -162.3476333","Ransome_KIN05_KIN05C_120501_150301_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","KIN5.500"
"OFU3A.100","Run13","Ransome_OFU03_OFU03A_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Ofu Island","","OFU03",-14.18628333,-169.6599,"14° 11' 10.61"" S","169° 39' 35.63"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_OFU_03A","-14.18628333 -169.6599","Ransome_OFU03_OFU03A_120401_150201_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","OFU3A.100"
"OFU3A.500","Run13","Ransome_OFU03_OFU03A_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Ofu Island","","OFU03",-14.18628333,-169.6599,"14° 11' 10.61"" S","169° 39' 35.63"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_OFU_03A","-14.18628333 -169.6599","Ransome_OFU03_OFU03A_120401_150201_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","OFU3A.500"
"OFU3B.500","Run13","Ransome_OFU03_OFU03B_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Ofu Island","","OFU03",-14.18628333,-169.6599,"14° 11' 10.61"" S","169° 39' 35.63"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_OFU_03B","-14.18628333 -169.6599","Ransome_OFU03_OFU03B_120401_150201_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","OFU3B.500"
"OFU3C.100","Run13","Ransome_OFU03_OFU03C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Ofu Island","","OFU03",-14.18628333,-169.6599,"14° 11' 10.61"" S","169° 39' 35.63"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_OFU_03C","-14.18628333 -169.6599","Ransome_OFU03_OFU03C_120401_150201_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","OFU3C.100"
"OFU3C.500","Run13","Ransome_OFU03_OFU03C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Ofu Island","","OFU03",-14.18628333,-169.6599,"14° 11' 10.61"" S","169° 39' 35.63"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_OFU_03C","-14.18628333 -169.6599","Ransome_OFU03_OFU03C_120401_150201_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","OFU3C.500"
"OFU4.100","Run13","Ransome_OFU04_OFU04C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Ofu Island","","OFU04",-14.1778,-169.649,"14° 10' 40.07"" S","169° 38' 56.40"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_OFU_04C","-14.1778 -169.649","Ransome_OFU04_OFU04C_120401_150201_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","OFU4.100"
"OFU4.500","Run13","Ransome_OFU04_OFU04C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Ofu Island","","OFU04",-14.1778,-169.649,"14° 10' 40.07"" S","169° 38' 56.40"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_OFU_04C","-14.1778 -169.649","Ransome_OFU04_OFU04C_120401_150201_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","OFU4.500"
"OLO4.100","Run13","Ransome_OLO04_OLO04C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Olosega","","OLO04",-14.1814,-169.6268,"14° 10' 53.04"" S","169° 37' 36.48"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_OLO_04A","-14.1814 -169.6268","Ransome_OLO04_OLO04C_120401_150201_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","OLO4.100"
"OLO4.500","Run13","Ransome_OLO04_OLO04C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Olosega","","OLO04",-14.1814,-169.6268,"14° 10' 53.04"" S","169° 37' 36.48"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_OLO_04A","-14.1814 -169.6268","Ransome_OLO04_OLO04C_120401_150201_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","OLO4.500"
"PAL1.100","Run13","Ransome_PAL01_PAL01C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"Molly Timmers","Pacific","Line Islands","","Palmyra","Palmyra Atoll","Line Islands","PAL01",5.884683333,-162.0692667,"05° 53' 04.85"" N","162° 04' 09.36"" W","lagoon","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_PAL_01C","5.884683333 -162.0692667","Ransome_PAL01_PAL01C_120501_150301_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","PAL1.100"
"PAL1.500","Run13","Ransome_PAL01_PAL01C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"Molly Timmers","Pacific","Line Islands","","Palmyra","Palmyra Atoll","Line Islands","PAL01",5.884683333,-162.0692667,"05° 53' 04.85"" N","162° 04' 09.36"" W","lagoon","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_PAL_01C","5.884683333 -162.0692667","Ransome_PAL01_PAL01C_120501_150301_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","PAL1.500"
